,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year,discipline_title,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type,date,sexe
3789,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,"[('Penny SMITH', 'https://olympics.com/en/athletes/penny-smith'), ('Thomas Derek GRICE', 'https://olympics.com/en/athletes/thomas-derek-grice')]",False,6,Australia,AU,AUS,,,,,2020,
3790,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,"[('Laetisha SCANLAN', 'https://olympics.com/en/athletes/laetisha-scanlan'), ('James WILLETT', 'https://olympics.com/en/athletes/james-willett')]",False,7,Australia,AU,AUS,,,,,2020,
3794,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,"[('Daria SEMIANOVA', 'https://olympics.com/en/athletes/daria-semianova'), ('Alexey ALIPOV', 'https://olympics.com/en/athletes/alexey-alipov')]",False,11,Russia,Russia,Russia,,,,,2020,
3797,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Mixed Team,tokyo-2020,GameTeam,,"[('Ekaterina SUBBOTINA', 'https://olympics.com/en/athletes/ekaterina-subbotina'), ('Maxim KABATSKIY', 'https://olympics.com/en/athletes/maxim-kabatskiy')]",False,14,Russia,Russia,Russia,,,,,2020,
3803,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,50m Rifle 3 Positions women,tokyo-2020,Athlete,BRONZE,,False,3,Russia,Russia,Russia,https://olympics.com/en/athletes/yulia-karimova,Yulia KARIMOVA,,,2020,Woman
3826,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,50m Rifle 3 Positions women,tokyo-2020,Athlete,,,False,36,Australia,AU,AUS,https://olympics.com/en/athletes/katarina-rose-kowplos,Katarina Rose KOWPLOS,,,2020,Woman
3836,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,50m Rifle 3 Positions women,tokyo-2020,Athlete,SILVER,,False,2,Russia,Russia,Russia,https://olympics.com/en/athletes/yulia-zykova,Yulia ZYKOVA,,,2020,Woman
3837,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,50m Rifle 3 Positions Men,tokyo-2020,Athlete,SILVER,,False,2,Russia,Russia,Russia,https://olympics.com/en/athletes/sergey-kamenskiy,Sergey KAMENSKIY,,,2020,Man
3848,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,50m Rifle 3 Positions Men,tokyo-2020,Athlete,,,False,27,Australia,AU,AUS,https://olympics.com/en/athletes/dane-sampson,Dane SAMPSON,,,2020,Man
3870,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,50m Rifle 3 Positions Men,tokyo-2020,Athlete,,,False,29,Australia,AU,AUS,https://olympics.com/en/athletes/jack-rossiter,Jack ROSSITER,,,2020,Man
3883,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,25m Rapid Fire Pistol Men,tokyo-2020,Athlete,,,False,17,Australia,AU,AUS,https://olympics.com/en/athletes/sergei-evglevski,Sergei EVGLEVSKI,,,2020,Man
3895,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,25m Rapid Fire Pistol Men,tokyo-2020,Athlete,,,False,11,Russia,Russia,Russia,https://olympics.com/en/athletes/leonid-ekimov,Leonid EKIMOV,,,2020,Man
3910,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Men,tokyo-2020,Athlete,,,False,30,Australia,AU,AUS,https://olympics.com/en/athletes/dane-sampson,Dane SAMPSON,,,2020,Man
3912,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Men,tokyo-2020,Athlete,,,False,10,Russia,Russia,Russia,https://olympics.com/en/athletes/sergey-kamenskiy,Sergey KAMENSKIY,,,2020,Man
3919,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Men,tokyo-2020,Athlete,,,False,8,Russia,Russia,Russia,https://olympics.com/en/athletes/vladimir-maslennikov,Vladimir MASLENNIKOV,,,2020,Man
3925,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Men,tokyo-2020,Athlete,,,False,21,Australia,AU,AUS,https://olympics.com/en/athletes/alex-chresten-hoberg,Alex Chresten HOBERG,,,2020,Man
3953,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle women,tokyo-2020,Athlete,,,False,13,Russia,Russia,Russia,https://olympics.com/en/athletes/yulia-karimova,Yulia KARIMOVA,,,2020,Woman
3972,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle women,tokyo-2020,Athlete,,,False,45,Australia,AU,AUS,https://olympics.com/en/athletes/katarina-rose-kowplos,Katarina Rose KOWPLOS,,,2020,Woman
3981,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle women,tokyo-2020,Athlete,,,False,42,Australia,AU,AUS,https://olympics.com/en/athletes/elise-collier,Elise COLLIER,,,2020,Woman
3997,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle women,tokyo-2020,Athlete,SILVER,,False,2,Russia,Russia,Russia,https://olympics.com/en/athletes/anastasiia-galashina,Anastasiia GALASHINA,,,2020,Woman
4012,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Men,tokyo-2020,Athlete,,,False,25,Australia,AU,AUS,https://olympics.com/en/athletes/thomas-derek-grice,Thomas Derek GRICE,,,2020,Man
4017,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Men,tokyo-2020,Athlete,,,False,21,Australia,AU,AUS,https://olympics.com/en/athletes/james-willett,James WILLETT,,,2020,Man
4026,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap Men,tokyo-2020,Athlete,,,False,8,Russia,Russia,Russia,https://olympics.com/en/athletes/alexey-alipov,Alexey ALIPOV,,,2020,Man
4032,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Skeet women,tokyo-2020,Athlete,,,False,15,Russia,Russia,Russia,https://olympics.com/en/athletes/zilia-batyrshina,Zilia BATYRSHINA,,,2020,Woman
4045,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Skeet women,tokyo-2020,Athlete,,,False,6,Russia,Russia,Russia,https://olympics.com/en/athletes/natalia-vinogradova,Natalia VINOGRADOVA,,,2020,Woman
4049,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Skeet women,tokyo-2020,Athlete,,,False,25,Australia,AU,AUS,https://olympics.com/en/athletes/laura-coles,Laura COLES,,,2020,Woman
4058,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap women,tokyo-2020,Athlete,,,False,17,Russia,Russia,Russia,https://olympics.com/en/athletes/ekaterina-subbotina,Ekaterina SUBBOTINA,,,2020,Woman
4077,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap women,tokyo-2020,Athlete,,,False,6,Australia,AU,AUS,https://olympics.com/en/athletes/penny-smith,Penny SMITH,,,2020,Woman
4080,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap women,tokyo-2020,Athlete,,,False,15,Russia,Russia,Russia,https://olympics.com/en/athletes/daria-semianova,Daria SEMIANOVA,,,2020,Woman
4083,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Trap women,tokyo-2020,Athlete,,,False,4,Australia,AU,AUS,https://olympics.com/en/athletes/laetisha-scanlan,Laetisha SCANLAN,,,2020,Woman
4086,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol women,tokyo-2020,Athlete,GOLD,,False,1,Russia,Russia,Russia,https://olympics.com/en/athletes/vitalina-batsarashkina,Vitalina BATSARASHKINA,,,2020,Woman
4094,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol women,tokyo-2020,Athlete,,,False,35,Russia,Russia,Russia,https://olympics.com/en/athletes/margarita-lomova,Margarita LOMOVA,,,2020,Woman
4107,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol women,tokyo-2020,Athlete,,,False,27,Australia,AU,AUS,https://olympics.com/en/athletes/elena-galiabovitch,Elena GALIABOVITCH,,,2020,Woman
4109,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol women,tokyo-2020,Athlete,,,False,6,Greece,GR,GRE,https://olympics.com/en/athletes/anna-korakaki,Anna KORAKAKI,,,2020,Woman
4131,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol women,tokyo-2020,Athlete,,,False,46,Australia,AU,AUS,https://olympics.com/en/athletes/dina-aspandiyarova,Dina ASPANDIYAROVA,,,2020,Woman
4140,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,"[('Eunji KWON', 'https://olympics.com/en/athletes/eunji-kwon'), ('Taeyun NAM', 'https://olympics.com/en/athletes/taeyun-nam')]",False,5,Russia,Russia,Russia,,,,,2020,
4154,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,"[('Elise COLLIER', 'https://olympics.com/en/athletes/elise-collier'), ('Alex Chresten HOBERG', 'https://olympics.com/en/athletes/alex-chresten-hoberg')]",False,19,Australia,AU,AUS,,,,,2020,
4157,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Rifle Mixed Team,tokyo-2020,GameTeam,,"[('Katarina Rose KOWPLOS', 'https://olympics.com/en/athletes/katarina-rose-kowplos'), ('Dane SAMPSON', 'https://olympics.com/en/athletes/dane-sampson')]",False,22,Australia,AU,AUS,,,,,2020,
4179,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,25m Pistol Women,tokyo-2020,Athlete,GOLD,,False,1,Russia,Russia,Russia,https://olympics.com/en/athletes/vitalina-batsarashkina,Vitalina BATSARASHKINA,,,2020,Woman
4194,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,25m Pistol Women,tokyo-2020,Athlete,,,False,11,Australia,AU,AUS,https://olympics.com/en/athletes/elena-galiabovitch,Elena GALIABOVITCH,,,2020,Woman
4196,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,25m Pistol Women,tokyo-2020,Athlete,,,False,6,Greece,GR,GRE,https://olympics.com/en/athletes/anna-korakaki,Anna KORAKAKI,,,2020,Woman
4207,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,25m Pistol Women,tokyo-2020,Athlete,,,False,19,Russia,Russia,Russia,https://olympics.com/en/athletes/margarita-lomova,Margarita LOMOVA,,,2020,Woman
4212,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol Men,tokyo-2020,Athlete,,,False,30,Australia,AU,AUS,https://olympics.com/en/athletes/daniel-repacholi,Daniel REPACHOLI,,,2020,Man
4234,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol Men,tokyo-2020,Athlete,,,False,23,Russia,Russia,Russia,https://olympics.com/en/athletes/vadim-mukhametyanov,Vadim MUKHAMETYANOV,,,2020,Man
4237,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol Men,tokyo-2020,Athlete,,,False,11,Russia,Russia,Russia,https://olympics.com/en/athletes/artem-chernousov,Artem CHERNOUSOV,,,2020,Man
4246,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,SILVER,"[('Vitalina BATSARASHKINA', 'https://olympics.com/en/athletes/vitalina-batsarashkina'), ('Artem CHERNOUSOV', 'https://olympics.com/en/athletes/artem-chernousov')]",False,2,Russia,Russia,Russia,,,,,2020,
4252,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,"[('Dina ASPANDIYAROVA', 'https://olympics.com/en/athletes/dina-aspandiyarova'), ('Daniel REPACHOLI', 'https://olympics.com/en/athletes/daniel-repacholi')]",False,8,Australia,AU,AUS,,,,,2020,
4259,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,10m Air Pistol Mixed Team,tokyo-2020,GameTeam,,"[('Margarita LOMOVA', 'https://olympics.com/en/athletes/margarita-lomova'), ('Anton ARISTARKHOV', 'https://olympics.com/en/athletes/anton-aristarkhov')]",False,15,Russia,Russia,Russia,,,,,2020,
4272,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Skeet Men,tokyo-2020,Athlete,,,False,21,Australia,AU,AUS,https://olympics.com/en/athletes/paul-adams,Paul ADAMS,,,2020,Man
4292,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Shooting,Skeet Men,tokyo-2020,Athlete,,,False,20,Greece,GR,GRE,https://olympics.com/en/athletes/nikolaos-mavrommatis,Nikolaos MAVROMMATIS,,,2020,Man
4302,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's Synchronised 3m Springboard,tokyo-2020,GameTeam,,"[('Evgenii KUZNETSOV', 'https://olympics.com/en/athletes/evgenii-kuznetsov'), ('Nikita SHLEIKHER', 'https://olympics.com/en/athletes/nikita-shleikher')]",False,8,Russia,Russia,Russia,,,331.08,POINTS,2020,Man
4313,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's Synchronised 10m Platform,tokyo-2020,GameTeam,BRONZE,"[('Aleksandr BONDAR', 'https://olympics.com/en/athletes/aleksandr-bondar'), ('Viktor MINIBAEV', 'https://olympics.com/en/athletes/viktor-minibaev')]",False,3,Russia,Russia,Russia,,,439.92,POINTS,2020,Man
4340,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 3m Springboard,tokyo-2020,Athlete,,,False,27,Australia,AU,AUS,https://olympics.com/en/athletes/shixin-li,Shixin LI,,,2020,Man
4342,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 3m Springboard,tokyo-2020,Athlete,,,False,5,Russia,Russia,Russia,https://olympics.com/en/athletes/evgenii-kuznetsov,Evgenii KUZNETSOV,,,2020,Man
4343,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 3m Springboard,tokyo-2020,Athlete,,,False,24,Russia,Russia,Russia,https://olympics.com/en/athletes/nikita-shleikher,Nikita SHLEIKHER,,,2020,Man
4359,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 10m Platform,tokyo-2020,Athlete,,,False,21,Australia,AU,AUS,https://olympics.com/en/athletes/nikita-hains,Nikita HAINS,270.00,POINTS,2020,Woman
4364,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 10m Platform,tokyo-2020,Athlete,,,False,25,Russia,Russia,Russia,https://olympics.com/en/athletes/anna-konanykhina,Anna KONANYKHINA,252.85,POINTS,2020,Woman
4376,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 10m Platform,tokyo-2020,Athlete,,,False,11,Russia,Russia,Russia,https://olympics.com/en/athletes/yulia-timoshinina,Yulia TIMOSHININA,263.00,POINTS,2020,Woman
4385,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 10m Platform,tokyo-2020,Athlete,BRONZE,,False,3,Australia,AU,AUS,https://olympics.com/en/athletes/melissa-wu,Melissa WU,371.40,POINTS,2020,Woman
4391,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 10m Platform,tokyo-2020,Athlete,,,False,4,Russia,Russia,Russia,https://olympics.com/en/athletes/aleksandr-bondar,Aleksandr BONDAR,,,2020,Man
4392,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 10m Platform,tokyo-2020,Athlete,,,False,5,Russia,Russia,Russia,https://olympics.com/en/athletes/viktor-minibaev,Viktor MINIBAEV,,,2020,Man
4394,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 10m Platform,tokyo-2020,Athlete,,,False,28,Australia,AU,AUS,https://olympics.com/en/athletes/samuel-fricker,Samuel FRICKER,,,2020,Man
4397,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Men's 10m Platform,tokyo-2020,Athlete,,,False,8,Australia,AU,AUS,https://olympics.com/en/athletes/cassiel-rousseau,Cassiel ROUSSEAU,,,2020,Man
4416,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 3m Springboard,tokyo-2020,Athlete,,,False,10,Russia,Russia,Russia,https://olympics.com/en/athletes/mariia-poliakova,Mariia POLIAKOVA,,,2020,Woman
4417,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 3m Springboard,tokyo-2020,Athlete,,,False,12,Australia,AU,AUS,https://olympics.com/en/athletes/esther-qin,Esther QIN,,,2020,Woman
4430,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Diving,Women's 3m Springboard,tokyo-2020,Athlete,,,False,14,Australia,AU,AUS,https://olympics.com/en/athletes/anabelle-smith,Anabelle SMITH,,,2020,Woman
4452,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Canoe Single 200m,tokyo-2020,Athlete,,,False,15,Russia,Russia,Russia,https://olympics.com/en/athletes/irina-andreeva,Irina ANDREEVA,,,2020,Woman
4461,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Canoe Single 200m,tokyo-2020,Athlete,,,False,32,Australia,AU,AUS,https://olympics.com/en/athletes/josephine-bulmer,Josephine BULMER,,,2020,Woman
4463,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Canoe Single 200m,tokyo-2020,Athlete,,,False,21,Australia,AU,AUS,https://olympics.com/en/athletes/bernadette-wallace,Bernadette WALLACE,,,2020,Woman
4464,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Canoe Single 200m,tokyo-2020,Athlete,,,False,7,Russia,Russia,Russia,https://olympics.com/en/athletes/olesia-romasenko,Olesia ROMASENKO,,,2020,Woman
4482,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Men's Canoe Double 1000m,tokyo-2020,GameTeam,,"[('Viktor MELANTEV', 'https://olympics.com/en/athletes/viktor-melantev'), ('Vladislav CHEBOTAR', 'https://olympics.com/en/athletes/vladislav-chebotar')]",False,9,Russia,Russia,Russia,,,,,2020,Man
4491,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Men's Kayak Four 500m,tokyo-2020,GameTeam,,,False,4,Russia,Russia,Russia,,,,,2020,Man
4493,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Men's Kayak Four 500m,tokyo-2020,GameTeam,,,False,6,Australia,AU,AUS,,,,,2020,Man
4499,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,GOLD,"[('Jean VAN DER WESTHUYZEN', 'https://olympics.com/en/athletes/jean-van-der-westhuyzen'), ('Thomas GREEN', 'https://olympics.com/en/athletes/thomas-green')]",False,1,Australia,AU,AUS,,,,,2020,Man
4507,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,"[('Roman ANOSHKIN', 'https://olympics.com/en/athletes/roman-anoshkin'), ('Maxim SPESIVTSEV', 'https://olympics.com/en/athletes/maxim-spesivtsev')]",False,9,Russia,Russia,Russia,,,,,2020,Man
4511,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Men's Kayak Double 1000m,tokyo-2020,GameTeam,,"[('Riley FITZSIMMONS', 'https://olympics.com/en/athletes/riley-fitzsimmons'), ('Jordan WOOD', 'https://olympics.com/en/athletes/jordan-wood')]",False,13,Australia,AU,AUS,,,,,2020,Man
4516,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Single 200m,tokyo-2020,Athlete,,,False,20,Russia,Russia,Russia,https://olympics.com/en/athletes/natalia-podolskaia,Natalia PODOLSKAIA,,,2020,Woman
4519,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Single 200m,tokyo-2020,Athlete,,,False,11,Russia,Russia,Russia,https://olympics.com/en/athletes/svetlana-chernigovskaya,Svetlana CHERNIGOVSKAYA,,,2020,Woman
4556,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,"[('Irina ANDREEVA', 'https://olympics.com/en/athletes/irina-andreeva'), ('Olesia ROMASENKO', 'https://olympics.com/en/athletes/olesia-romasenko')]",False,8,Russia,Russia,Russia,,,,,2020,Woman
4561,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Canoe Double 500m,tokyo-2020,GameTeam,,"[('Bernadette WALLACE', 'https://olympics.com/en/athletes/bernadette-wallace'), ('Josephine BULMER', 'https://olympics.com/en/athletes/josephine-bulmer')]",False,13,Australia,AU,AUS,,,,,2020,Woman
4572,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Single 500m,tokyo-2020,Athlete,,,False,8,Australia,AU,AUS,https://olympics.com/en/athletes/alyce-burnett,Alyce BURNETT,,,2020,Woman
4573,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Single 500m,tokyo-2020,Athlete,,,False,16,Australia,AU,AUS,https://olympics.com/en/athletes/alyssa-bull,Alyssa BULL,,,2020,Woman
4587,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Single 500m,tokyo-2020,Athlete,,,False,27,Russia,Russia,Russia,https://olympics.com/en/athletes/svetlana-chernigovskaya,Svetlana CHERNIGOVSKAYA,,,2020,Woman
4602,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Single 500m,tokyo-2020,Athlete,,,False,32,Russia,Russia,Russia,https://olympics.com/en/athletes/kira-stepanova,Kira STEPANOVA,,,2020,Woman
4610,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Canoe Sprint,Women's Kayak Four 500m,tokyo-2020,GameTeam,,,False,7,Australia,AU,AUS,,,,,2020,Woman
