,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year,discipline_title,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type,date,sexe
9916,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Swimming,Women's 4 x 200m Freestyle Relay,tokyo-2020,GameTeam,,,False,5,Russia,Russia,Russia,,,7:52.04,TIME,2020,Woman
9920,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Swimming,Women's 4 x 100m Medley Relay,tokyo-2020,GameTeam,GOLD,,False,1,Australia,AU,AUS,,,3:51.60,TIME,2020,Woman
9926,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Swimming,Women's 4 x 100m Medley Relay,tokyo-2020,GameTeam,,,False,7,Russia,Russia,Russia,,,3:56.93,TIME,2020,Woman
9933,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Finn Men,tokyo-2020,Athlete,,,False,7,Australia,AU,AUS,https://olympics.com/en/athletes/jake-lilley,Jake LILLEY,69,POINTS,2020,Man
9937,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Finn Men,tokyo-2020,Athlete,,,False,12,Greece,GR,GRE,https://olympics.com/en/athletes/ioannis-mitakis,Ioannis MITAKIS,92,POINTS,2020,Man
9947,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,470 Men,tokyo-2020,GameTeam,GOLD,"[('Mathew BELCHER', 'https://olympics.com/en/athletes/mathew-belcher'), ('Will RYAN', 'https://olympics.com/en/athletes/will-ryan')]",False,1,Australia,AU,AUS,,,23,POINTS,2020,Man
9954,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,470 Men,tokyo-2020,GameTeam,,"[('Pavlos KAGIALIS', 'https://olympics.com/en/athletes/pavlos-kagialis'), ('Panagiotis MANTIS', 'https://olympics.com/en/athletes/panagiotis-mantis')]",False,8,Greece,GR,GRE,,,84,POINTS,2020,Man
9958,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,470 Men,tokyo-2020,GameTeam,,"[('Pavel SOZYKIN', 'https://olympics.com/en/athletes/pavel-sozykin'), ('Denis GRIBANOV', 'https://olympics.com/en/athletes/denis-gribanov')]",False,12,Russia,Russia,Russia,,,88,POINTS,2020,Man
9989,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Laser Radial Women,tokyo-2020,Athlete,,,False,14,Australia,AU,AUS,https://olympics.com/en/athletes/mara-stransky,Mara STRANSKY,130,POINTS,2020,Woman
10003,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Laser Radial Women,tokyo-2020,Athlete,,,False,27,Russia,Russia,Russia,https://olympics.com/en/athletes/ekaterina-zyuzina,Ekaterina ZYUZINA,198,POINTS,2020,Woman
10005,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Laser Radial Women,tokyo-2020,Athlete,,,False,9,Greece,GR,GRE,https://olympics.com/en/athletes/vasileia-karachaliou,Vasileia KARACHALIOU,112,POINTS,2020,Woman
10014,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Nacra 17 Mixed,tokyo-2020,GameTeam,,"[('Jason WATERHOUSE', 'https://olympics.com/en/athletes/jason-waterhouse'), ('Lisa DARMANIN', 'https://olympics.com/en/athletes/lisa-darmanin')]",False,5,Australia,AU,AUS,,,72,POINTS,2020,
10042,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,49er FX Women,tokyo-2020,GameTeam,,"[('Jaime RYAN', 'https://olympics.com/en/athletes/jaime-ryan'), ('Tess LLOYD', 'https://olympics.com/en/athletes/tess-lloyd')]",False,13,Australia,AU,AUS,,,109,POINTS,2020,Woman
10064,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Laser Men,tokyo-2020,Athlete,,,False,11,Russia,Russia,Russia,https://olympics.com/en/athletes/sergei-komissarov,Sergei KOMISSAROV,98,POINTS,2020,Man
10076,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,Laser Men,tokyo-2020,Athlete,GOLD,,False,1,Australia,AU,AUS,https://olympics.com/en/athletes/matt-wearn,Matt WEARN,53,POINTS,2020,Man
10097,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,RS:X Men,tokyo-2020,Athlete,,,False,11,Greece,GR,GRE,https://olympics.com/en/athletes/vyron-kokkalanis,Vyron KOKKALANIS,110,POINTS,2020,Man
10109,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,RS:X Men,tokyo-2020,Athlete,,,False,19,Russia,Russia,Russia,https://olympics.com/en/athletes/aleksandr-askerov,Aleksandr ASKEROV,208,POINTS,2020,Man
10112,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,RS:X Women,tokyo-2020,Athlete,,,False,22,Russia,Russia,Russia,https://olympics.com/en/athletes/anna-khvorikova,Anna KHVORIKOVA,224,POINTS,2020,Woman
10113,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,RS:X Women,tokyo-2020,Athlete,,,False,19,Greece,GR,GRE,https://olympics.com/en/athletes/aikaterini-divari,Aikaterini DIVARI,204,POINTS,2020,Woman
10152,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,470 Women,tokyo-2020,GameTeam,,"[('Emilia TSOULFA', 'https://olympics.com/en/athletes/emilia-tsoulfa'), ('Ariadne Paraskevi SPANAKI', 'https://olympics.com/en/athletes/ariadne-paraskevi-spanaki')]",False,15,Greece,GR,GRE,,,114,POINTS,2020,Woman
10153,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,470 Women,tokyo-2020,GameTeam,,"[('Monique DE VRIES', 'https://olympics.com/en/athletes/monique-de-vries'), ('Nia JERWOOD', 'https://olympics.com/en/athletes/nia-jerwood')]",False,16,Australia,AU,AUS,,,117,POINTS,2020,Woman
10170,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Sailing,49er Men,tokyo-2020,GameTeam,,"[('Sam PHILLIPS', 'https://olympics.com/en/athletes/sam-phillips'), ('William PHILLIPS', 'https://olympics.com/en/athletes/william-phillips')]",False,12,Australia,AU,AUS,,,111,POINTS,2020,Man
10186,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Cycling Mountain Bike,Women's Cross-country,tokyo-2020,Athlete,,,False,30,Russia,Russia,Russia,https://olympics.com/en/athletes/viktoria-kirsanova,Viktoria KIRSANOVA,,IRM,2020,Woman
10210,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Cycling Mountain Bike,Women's Cross-country,tokyo-2020,Athlete,,,False,28,Australia,AU,AUS,https://olympics.com/en/athletes/rebecca-mcconnell,Rebecca MCCONNELL,,,2020,Woman
10234,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Cycling Mountain Bike,Men's Cross-country,tokyo-2020,Athlete,,,False,35,Greece,GR,GRE,https://olympics.com/en/athletes/periklis-ilias,Periklis ILIAS,,IRM,2020,Man
10248,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Cycling Mountain Bike,Men's Cross-country,tokyo-2020,Athlete,,,False,11,Russia,Russia,Russia,https://olympics.com/en/athletes/anton-sintsov,Anton SINTSOV,,,2020,Man
10252,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Cycling Mountain Bike,Men's Cross-country,tokyo-2020,Athlete,,,False,30,Australia,AU,AUS,https://olympics.com/en/athletes/daniel-mcconnell,Daniel MCCONNELL,,,2020,Man
10260,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Double Sculls,tokyo-2020,GameTeam,,"[('Amanda BATEMAN', 'https://olympics.com/en/athletes/amanda-bateman'), ('Tara RIGNEY', 'https://olympics.com/en/athletes/tara-rigney')]",False,7,Australia,AU,AUS,,,,,2020,Woman
10265,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Double Sculls,tokyo-2020,GameTeam,,"[('Annekatrin THIELE', 'https://olympics.com/en/athletes/annekatrin-thiele'), ('Leonie MENZEL', 'https://olympics.com/en/athletes/leonie-menzel')]",False,12,Russia,Russia,Russia,,,,,2020,Woman
10275,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Lightweight Women's Double Sculls,tokyo-2020,GameTeam,,"[('Anastasia LEBEDEVA', 'https://olympics.com/en/athletes/anastasia-lebedeva'), ('Maria BOTALOVA', 'https://olympics.com/en/athletes/maria-botalova')]",False,9,Russia,Russia,Russia,,,,TIME,2020,Woman
10289,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Eight,tokyo-2020,GameTeam,,,False,5,Australia,AU,AUS,,,,,2020,Woman
10297,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Eight,tokyo-2020,GameTeam,,,False,6,Australia,AU,AUS,,,,,2020,Man
10301,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Quadruple Sculls,tokyo-2020,GameTeam,BRONZE,,False,3,Australia,AU,AUS,,,,,2020,Man
10311,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Quadruple Sculls,tokyo-2020,GameTeam,BRONZE,,False,3,Australia,AU,AUS,,,,,2020,Woman
10328,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Pair,tokyo-2020,GameTeam,,"[('Sam HARDY', 'https://olympics.com/en/athletes/sam-hardy'), ('Joshua HICKS', 'https://olympics.com/en/athletes/joshua-hicks')]",False,10,Australia,AU,AUS,,,,,2020,Man
10333,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Pair,tokyo-2020,GameTeam,SILVER,"[('Vasilisa STEPANOVA', 'https://olympics.com/en/athletes/vasilisa-stepanova'), ('Elena ORIABINSKAIA', 'https://olympics.com/en/athletes/elena-oriabinskaia')]",False,2,Russia,Russia,Russia,,,,,2020,Woman
10336,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Pair,tokyo-2020,GameTeam,,"[('Maria KYRIDOU', 'https://olympics.com/en/athletes/maria-kyridou'), ('Christina Ioanna BOURMPOU', 'https://olympics.com/en/athletes/christina-ioanna-bourmpou')]",False,5,Greece,GR,GRE,,,,,2020,Woman
10338,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Pair,tokyo-2020,GameTeam,,"[('Jessica MORRISON', 'https://olympics.com/en/athletes/jessica-morrison-x0973'), ('Annabelle MCINTYRE', 'https://olympics.com/en/athletes/annabelle-mcintyre')]",False,7,Australia,AU,AUS,,,,,2020,Woman
10345,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Four,tokyo-2020,GameTeam,GOLD,,False,1,Australia,AU,AUS,,,,TIME,2020,Woman
10381,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Single Sculls,tokyo-2020,Athlete,,,False,10,Greece,GR,GRE,https://olympics.com/en/athletes/anneta-kyridou,Anneta KYRIDOU,,,2020,Woman
10383,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Women's Single Sculls,tokyo-2020,Athlete,SILVER,,False,2,Russia,Russia,Russia,https://olympics.com/en/athletes/hanna-prakatsen,Hanna PRAKATSEN,,,2020,Woman
10405,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Four,tokyo-2020,GameTeam,GOLD,,False,1,Australia,AU,AUS,,,,,2020,Man
10421,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Double Sculls,tokyo-2020,GameTeam,,"[('Ilya KONDRATEV', 'https://olympics.com/en/athletes/ilya-kondratev'), ('Andrey POTAPKIN', 'https://olympics.com/en/athletes/andrey-potapkin')]",False,7,Russia,Russia,Russia,,,,,2020,Man
10439,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Single Sculls,tokyo-2020,Athlete,GOLD,,False,1,Greece,GR,GRE,https://olympics.com/en/athletes/stefanos-ntouskos,Stefanos NTOUSKOS,,TIME,2020,Man
10458,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rowing,Men's Single Sculls,tokyo-2020,Athlete,,,False,5,Russia,Russia,Russia,https://olympics.com/en/athletes/alexander-vyazovkin,Alexander VYAZOVKIN,,TIME,2020,Man
10476,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Karate,Men's Kumite -75kg,tokyo-2020,Athlete,,,True,9,Australia,AU,AUS,https://olympics.com/en/athletes/tsuneari-yahiro,Tsuneari YAHIRO,,,2020,Man
10542,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,3x3 Basketball,Men,tokyo-2020,GameTeam,SILVER,,False,2,Russia,Russia,Russia,,,,,2020,Man
10550,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,3x3 Basketball,Women,tokyo-2020,GameTeam,SILVER,,False,2,Russia,Russia,Russia,,,,,2020,Woman
10560,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rhythmic Gymnastics,Individual All-Around,tokyo-2020,Athlete,SILVER,,False,2,Russia,Russia,Russia,https://olympics.com/en/athletes/dina-averina,Dina AVERINA,107.650,POINTS,2020,
10563,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rhythmic Gymnastics,Individual All-Around,tokyo-2020,Athlete,,,False,4,Russia,Russia,Russia,https://olympics.com/en/athletes/arina-averina,Arina AVERINA,102.100,POINTS,2020,
10568,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Rhythmic Gymnastics,Group All-Around,tokyo-2020,GameTeam,SILVER,,False,2,Russia,Russia,Russia,,,90.700,POINTS,2020,
10576,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Hockey,Men,tokyo-2020,GameTeam,SILVER,,False,2,Australia,AU,AUS,,,,,2020,Man
10591,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Hockey,Women,tokyo-2020,GameTeam,,,False,5,Australia,AU,AUS,,,,,2020,Woman
10600,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Beach Volleyball,Women,tokyo-2020,GameTeam,SILVER,"[('Mariafe ARTACHO DEL SOLAR', 'https://olympics.com/en/athletes/mariafe-artacho-del-solar'), ('Taliqua CLANCY', 'https://olympics.com/en/athletes/taliqua-clancy')]",False,2,Australia,AU,AUS,,,,,2020,Woman
10612,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Beach Volleyball,Women,tokyo-2020,GameTeam,,"[('Nadezda MAKROGUZOVA', 'https://olympics.com/en/athletes/nadezda-makroguzova'), ('Svetlana KHOLOMINA', 'https://olympics.com/en/athletes/svetlana-kholomina')]",True,9,Russia,Russia,Russia,,,,,2020,Woman
10624,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Beach Volleyball,Men,tokyo-2020,GameTeam,SILVER,"[('Viacheslav KRASILNIKOV', 'https://olympics.com/en/athletes/viacheslav-krasilnikov'), ('Oleg STOYANOVSKIY', 'https://olympics.com/en/athletes/oleg-stoyanovskiy')]",False,2,Russia,Russia,Russia,,,,,2020,Man
10630,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Beach Volleyball,Men,tokyo-2020,GameTeam,,"[('Ilya LESHUKOV', 'https://olympics.com/en/athletes/ilya-leshukov'), ('Konstantin SEMENOV', 'https://olympics.com/en/athletes/konstantin-semenov')]",True,5,Russia,Russia,Russia,,,,,2020,Man
10642,tokyo-2020,2021-08-08T14:00:00Z,2021-07-23T11:00:00Z,Japan,Tokyo 2020,Summer,2020,Beach Volleyball,Men,tokyo-2020,GameTeam,,"[('Christopher MCHUGH', 'https://olympics.com/en/athletes/christopher-mchugh'), ('Damien SCHUMANN', 'https://olympics.com/en/athletes/damien-schumann')]",True,19,Australia,AU,AUS,,,,,2020,Man
14358,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual women,rio-2016,Athlete,,,,5,Russia,RU,RUS,https://olympics.com/en/athletes/yaroslava-bondarenko,Yaroslava BONDARENKO,36017,TIME,2016,Woman
14362,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual women,rio-2016,Athlete,,,,5,Australia,AU,AUS,https://olympics.com/en/athletes/caroline-buchanan,Caroline BUCHANAN,,,2016,Woman
14364,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual women,rio-2016,Athlete,,,,6,Australia,AU,AUS,https://olympics.com/en/athletes/lauren-reynolds,Lauren REYNOLDS,,,2016,Woman
14375,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual men,rio-2016,Athlete,,,,6,Australia,AU,AUS,https://olympics.com/en/athletes/sam-willoughby,Sam WILLOUGHBY,36325,TIME,2016,Man
14377,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual men,rio-2016,Athlete,,,,8,Australia,AU,AUS,https://olympics.com/en/athletes/anthony-dean,Anthony DEAN,,IRM,2016,Man
14389,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual men,rio-2016,Athlete,,,,5,Australia,AU,AUS,https://olympics.com/en/athletes/bodi-turner,Bodi TURNER,,,2016,Man
14391,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Cycling BMX,Individual men,rio-2016,Athlete,,,,6,Russia,RU,RUS,https://olympics.com/en/athletes/evgeny-komarov,Evgeny KOMAROV,,,2016,Man
14408,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Golf,Individual men,rio-2016,Athlete,,,True,5,Australia,AU,AUS,https://olympics.com/en/athletes/marcus-fraser,Marcus FRASER,276,STROKES,2016,Man
14443,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Golf,Individual men,rio-2016,Athlete,,,True,39,Australia,AU,AUS,https://olympics.com/en/athletes/scott-hend,Scott HEND,285,STROKES,2016,Man
14469,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Golf,Individual women,rio-2016,Athlete,,,True,7,Australia,AU,AUS,https://olympics.com/en/athletes/minjee-lee,Minjee LEE,276,STROKES,2016,Woman
14475,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Golf,Individual women,rio-2016,Athlete,,,True,13,Australia,AU,AUS,,Su-Hyun Oh,279,STROKES,2016,Woman
14477,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Golf,Individual women,rio-2016,Athlete,,,True,16,Russia,RU,RUS,https://olympics.com/en/athletes/maria-verchenova,Maria VERCHENOVA,280,STROKES,2016,Woman
14525,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Basketball,basketball men,rio-2016,GameTeam,,,,4,Australia,AU,AUS,,,,,2016,Man
14538,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Basketball,basketball women,rio-2016,GameTeam,,,,5,Australia,AU,AUS,,,,,2016,Woman
14553,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Rugby,rugby-7 men,rio-2016,GameTeam,,,,8,Australia,AU,AUS,,,,,2016,Man
14558,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Rugby,rugby-7 women,rio-2016,GameTeam,GOLD,,,1,Australia,AU,AUS,,,,,2016,Woman
14570,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Gymnastics Rhythmic,Group All-Around women,rio-2016,GameTeam,GOLD,,,1,Russia,RU,RUS,,,36.233,POINTS,2016,Woman
14582,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Gymnastics Rhythmic,Group All-Around women,rio-2016,GameTeam,,,,13,Greece,GR,GRE,,,,,2016,Woman
14584,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Gymnastics Rhythmic,Individual All-Around women,rio-2016,Athlete,GOLD,,,1,Russia,RU,RUS,https://olympics.com/en/athletes/margarita-mamun,Margarita MAMUN,76.483,POINTS,2016,Woman
14585,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Gymnastics Rhythmic,Individual All-Around women,rio-2016,Athlete,SILVER,,,2,Russia,RU,RUS,https://olympics.com/en/athletes/yana-kudryavtseva,Yana KUDRYAVTSEVA,75.608,POINTS,2016,Woman
14598,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Gymnastics Rhythmic,Individual All-Around women,rio-2016,Athlete,,,,15,Greece,GR,GRE,https://olympics.com/en/athletes/varvara-filiou,Varvara FILIOU,,,2016,Woman
14608,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Gymnastics Rhythmic,Individual All-Around women,rio-2016,Athlete,,,,25,Australia,AU,AUS,https://olympics.com/en/athletes/danielle-prince,Danielle PRINCE,,,2016,Woman
14627,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,épée individual women,rio-2016,Athlete,,,,18,Russia,RU,RUS,,Tatyana Logunova,,,2016,Woman
14631,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,épée individual women,rio-2016,Athlete,,,,22,Russia,RU,RUS,https://olympics.com/en/athletes/violetta-kolobova,Violetta KOLOBOVA,,,2016,Woman
14635,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,épée individual women,rio-2016,Athlete,,,,26,Russia,RU,RUS,https://olympics.com/en/athletes/liubov-shutova,Liubov SHUTOVA,,,2016,Woman
14649,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,foil individual men,rio-2016,Athlete,BRONZE,,,3,Russia,RU,RUS,https://olympics.com/en/athletes/timur-safin,Timur SAFIN,,,2016,Man
14661,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,foil individual men,rio-2016,Athlete,,,,15,Russia,RU,RUS,https://olympics.com/en/athletes/artur-akhmatkhuzin,Artur AKHMATKHUZIN,,,2016,Man
14669,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,foil individual men,rio-2016,Athlete,,,,23,Russia,RU,RUS,https://olympics.com/en/athletes/alexey-cheremisinov,Alexey CHEREMISINOV,,,2016,Man
14682,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,sabre individual women,rio-2016,Athlete,GOLD,,,1,Russia,RU,RUS,https://olympics.com/en/athletes/yana-egorian,Yana EGORIAN,,,2016,Woman
14683,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,sabre individual women,rio-2016,Athlete,SILVER,,,2,Russia,RU,RUS,https://olympics.com/en/athletes/sofiya-velikaya,Sofiya VELIKAYA,,,2016,Woman
14688,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,sabre individual women,rio-2016,Athlete,,,,7,Russia,RU,RUS,https://olympics.com/en/athletes/ekaterina-dyachenko,Ekaterina DYACHENKO,,,2016,Woman
14694,rio-2016,2016-08-21T21:00:00Z,2016-08-05T12:00:00Z,Brazil,Rio 2016,Summer,2016,Fencing,sabre individual women,rio-2016,Athlete,,,,13,Greece,GR,GRE,https://olympics.com/en/athletes/vassiliki-vougiouka,Vassiliki VOUGIOUKA,,,2016,Woman
